WEO Country Code,ISO,WEO Subject Code,Subject Descriptor,Units,Scale,2019
628,TCD,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"503,025.27"
628,TCD,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,861.246
628,TCD,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,480.78"
628,TCD,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.022
628,TCD,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,202.769
628,TCD,NID_NGDP,Total investment,Percent of GDP,,29.073
628,TCD,NGSD_NGDP,Gross national savings,Percent of GDP,,22.712
628,TCD,PCPI,"Inflation, average consumer prices",Index,,109.453
628,TCD,PCPIPCH,"Inflation, average consumer prices",Percent change,,2.95
628,TCD,PCPIE,"Inflation, end of period consumer prices",Index,,116.978
628,TCD,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,9.121
628,TCD,TM_RPCH,Volume of imports of goods and services,Percent change,,1.643
628,TCD,TMG_RPCH,Volume of Imports of goods,Percent change,,8.449
628,TCD,TX_RPCH,Volume of exports of goods and services,Percent change,,6.846
628,TCD,TXG_RPCH,Volume of exports of goods,Percent change,,6.17
628,TCD,LP,Population,Persons,Millions,12.802
628,TCD,GGR,General government revenue,National currency,Billions,"1,004.08"
628,TCD,GGR_NGDP,General government revenue,Percent of GDP,,15.592
628,TCD,GGX,General government total expenditure,National currency,Billions,984.096
628,TCD,GGX_NGDP,General government total expenditure,Percent of GDP,,15.281
628,TCD,GGXCNL,General government net lending/borrowing,National currency,Billions,19.983
628,TCD,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,0.31
628,TCD,GGXONLB,General government primary net lending/borrowing,National currency,Billions,91.079
628,TCD,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,1.414
628,TCD,GGXWDG,General government gross debt,National currency,Billions,"2,881.40"
628,TCD,GGXWDG_NGDP,General government gross debt,Percent of GDP,,44.743
628,TCD,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"6,439.85"
628,TCD,BCA,Current account balance,U.S. dollars,Billions,-0.701
628,TCD,BCA_NGDPD,Current account balance,Percent of GDP,,-6.361
228,CHL,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"157,589.70"
228,CHL,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,2.515
228,CHL,NGDP,"Gross domestic product, current prices",National currency,Billions,"200,106.98"
228,CHL,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,294.237
228,CHL,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,502.846
228,CHL,NGDP_D,"Gross domestic product, deflator",Index,,126.98
228,CHL,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"8,247,653.71"
228,CHL,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"22,975.56"
228,CHL,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"10,472,848.64"
228,CHL,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"15,399.24"
228,CHL,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"26,317.07"
228,CHL,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.354
228,CHL,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,397.949
228,CHL,NID_NGDP,Total investment,Percent of GDP,,23.185
228,CHL,NGSD_NGDP,Gross national savings,Percent of GDP,,20.121
228,CHL,PCPI,"Inflation, average consumer prices",Index,,102.223
228,CHL,PCPIPCH,"Inflation, average consumer prices",Percent change,,2.22
228,CHL,PCPIE,"Inflation, end of period consumer prices",Index,,103.509
228,CHL,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,2.59
228,CHL,TM_RPCH,Volume of imports of goods and services,Percent change,,-0.621
228,CHL,TMG_RPCH,Volume of Imports of goods,Percent change,,-0.96
228,CHL,TX_RPCH,Volume of exports of goods and services,Percent change,,-2.231
228,CHL,TXG_RPCH,Volume of exports of goods,Percent change,,-2.856
228,CHL,LUR,Unemployment rate,Percent of total labor force,,6.893
228,CHL,LP,Population,Persons,Millions,19.107
228,CHL,GGR,General government revenue,National currency,Billions,"46,434.53"
228,CHL,GGR_NGDP,General government revenue,Percent of GDP,,23.205
228,CHL,GGX,General government total expenditure,National currency,Billions,"50,794.57"
228,CHL,GGX_NGDP,General government total expenditure,Percent of GDP,,25.384
228,CHL,GGXCNL,General government net lending/borrowing,National currency,Billions,"-4,360.04"
228,CHL,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-2.179
228,CHL,GGSB,General government structural balance,National currency,Billions,"-3,232.11"
228,CHL,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,-1.604
228,CHL,GGXONLB,General government primary net lending/borrowing,National currency,Billions,"-3,584.72"
228,CHL,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-1.791
228,CHL,GGXWDN,General government net debt,National currency,Billions,"16,982.83"
228,CHL,GGXWDN_NGDP,General government net debt,Percent of GDP,,8.487
228,CHL,GGXWDG,General government gross debt,National currency,Billions,"55,063.07"
228,CHL,GGXWDG_NGDP,General government gross debt,Percent of GDP,,27.517
228,CHL,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"200,106.98"
228,CHL,BCA,Current account balance,U.S. dollars,Billions,-10.172
228,CHL,BCA_NGDPD,Current account balance,Percent of GDP,,-3.457
924,CHN,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"90,104.01"
924,CHN,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,6.139
924,CHN,NGDP,"Gross domestic product, current prices",National currency,Billions,"95,497.02"
924,CHN,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,"14,140.16"
924,CHN,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"27,308.86"
924,CHN,NGDP_D,"Gross domestic product, deflator",Index,,105.985
924,CHN,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"64,352.04"
924,CHN,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"17,027.48"
924,CHN,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"68,203.70"
924,CHN,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"10,098.87"
924,CHN,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"19,503.91"
924,CHN,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,19.251
924,CHN,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,3.497
924,CHN,NID_NGDP,Total investment,Percent of GDP,,43.432
924,CHN,NGSD_NGDP,Gross national savings,Percent of GDP,,44.477
924,CHN,PCPI,"Inflation, average consumer prices",Index,,108.206
924,CHN,PCPIPCH,"Inflation, average consumer prices",Percent change,,2.305
924,CHN,PCPIE,"Inflation, end of period consumer prices",Index,,108.935
924,CHN,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,2.2
924,CHN,TM_RPCH,Volume of imports of goods and services,Percent change,,-1.993
924,CHN,TMG_RPCH,Volume of Imports of goods,Percent change,,-2.5
924,CHN,TX_RPCH,Volume of exports of goods and services,Percent change,,2.3
924,CHN,TXG_RPCH,Volume of exports of goods,Percent change,,2.3
924,CHN,LUR,Unemployment rate,Percent of total labor force,,3.8
924,CHN,LP,Population,Persons,Millions,"1,400.17"
924,CHN,GGR,General government revenue,National currency,Billions,"27,554.34"
924,CHN,GGR_NGDP,General government revenue,Percent of GDP,,28.854
924,CHN,GGX,General government total expenditure,National currency,Billions,"33,375.54"
924,CHN,GGX_NGDP,General government total expenditure,Percent of GDP,,34.949
924,CHN,GGXCNL,General government net lending/borrowing,National currency,Billions,"-5,821.20"
924,CHN,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-6.096
924,CHN,GGSB,General government structural balance,National currency,Billions,"-5,826.09"
924,CHN,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,-6.102
924,CHN,GGXONLB,General government primary net lending/borrowing,National currency,Billions,"-4,746.84"
924,CHN,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-4.971
924,CHN,GGXWDG,General government gross debt,National currency,Billions,"53,065.04"
924,CHN,GGXWDG_NGDP,General government gross debt,Percent of GDP,,55.567
924,CHN,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"95,497.02"
924,CHN,BCA,Current account balance,U.S. dollars,Billions,147.71
924,CHN,BCA_NGDPD,Current account balance,Percent of GDP,,1.045
233,COL,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"882,643.18"
233,COL,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,3.356
233,COL,NGDP,"Gross domestic product, current prices",National currency,Billions,"1,051,771.42"
233,COL,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,327.895
233,COL,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,783.002
233,COL,NGDP_D,"Gross domestic product, deflator",Index,,119.162
233,COL,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"17,518,883.25"
233,COL,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"13,567.91"
233,COL,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"20,875,775.36"
233,COL,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"6,508.13"
233,COL,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"15,541.19"
233,COL,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.552
233,COL,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,"1,343.25"
233,COL,NID_NGDP,Total investment,Percent of GDP,,21.802
233,COL,NGSD_NGDP,Gross national savings,Percent of GDP,,17.568
233,COL,PCPI,"Inflation, average consumer prices",Index,,102.649
233,COL,PCPIPCH,"Inflation, average consumer prices",Percent change,,3.609
233,COL,PCPIE,"Inflation, end of period consumer prices",Index,,104.693
233,COL,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,3.934
233,COL,TM_RPCH,Volume of imports of goods and services,Percent change,,5.12
233,COL,TMG_RPCH,Volume of Imports of goods,Percent change,,5.12
233,COL,TX_RPCH,Volume of exports of goods and services,Percent change,,4.395
233,COL,TXG_RPCH,Volume of exports of goods,Percent change,,4.395
233,COL,LUR,Unemployment rate,Percent of total labor force,,9.7
233,COL,LP,Population,Persons,Millions,50.382
233,COL,GGR,General government revenue,National currency,Billions,"281,424.78"
233,COL,GGR_NGDP,General government revenue,Percent of GDP,,26.757
233,COL,GGX,General government total expenditure,National currency,Billions,"299,779.46"
233,COL,GGX_NGDP,General government total expenditure,Percent of GDP,,28.502
233,COL,GGXCNL,General government net lending/borrowing,National currency,Billions,"-18,354.68"
233,COL,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-1.745
233,COL,GGSB,General government structural balance,National currency,Billions,"-9,531.38"
233,COL,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,-0.887
233,COL,GGXONLB,General government primary net lending/borrowing,National currency,Billions,"10,845.67"
233,COL,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,1.031
233,COL,GGXWDN,General government net debt,National currency,Billions,"435,740.70"
233,COL,GGXWDN_NGDP,General government net debt,Percent of GDP,,41.429
233,COL,GGXWDG,General government gross debt,National currency,Billions,"536,694.78"
233,COL,GGXWDG_NGDP,General government gross debt,Percent of GDP,,51.028
233,COL,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"1,051,771.42"
233,COL,BCA,Current account balance,U.S. dollars,Billions,-13.881
233,COL,BCA_NGDPD,Current account balance,Percent of GDP,,-4.233
632,COM,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,406.12
632,COM,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,1.253
632,COM,NGDP,"Gross domestic product, current prices",National currency,Billions,514.21
632,COM,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,1.179
632,COM,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,2.446
632,COM,NGDP_D,"Gross domestic product, deflator",Index,,126.615
632,COM,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"464,815.26"
632,COM,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"2,443.64"
632,COM,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"588,527.36"
632,COM,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,349.79"
632,COM,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,799.04"
632,COM,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.002
632,COM,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,210.261
632,COM,NID_NGDP,Total investment,Percent of GDP,,19.892
632,COM,NGSD_NGDP,Gross national savings,Percent of GDP,,11.91
632,COM,PCPI,"Inflation, average consumer prices",Index,,174.958
632,COM,PCPIPCH,"Inflation, average consumer prices",Percent change,,3.2
632,COM,PCPIE,"Inflation, end of period consumer prices",Index,,180.488
632,COM,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,4.778
632,COM,TM_RPCH,Volume of imports of goods and services,Percent change,,21.915
632,COM,TMG_RPCH,Volume of Imports of goods,Percent change,,26.821
632,COM,TX_RPCH,Volume of exports of goods and services,Percent change,,5.975
632,COM,TXG_RPCH,Volume of exports of goods,Percent change,,7.679
632,COM,LP,Population,Persons,Millions,0.874
632,COM,GGR,General government revenue,National currency,Billions,92.538
632,COM,GGR_NGDP,General government revenue,Percent of GDP,,17.996
632,COM,GGX,General government total expenditure,National currency,Billions,109.551
632,COM,GGX_NGDP,General government total expenditure,Percent of GDP,,21.305
632,COM,GGXCNL,General government net lending/borrowing,National currency,Billions,-17.013
632,COM,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-3.309
632,COM,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-16.225
632,COM,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-3.155
632,COM,GGXWDG,General government gross debt,National currency,Billions,124.83
632,COM,GGXWDG_NGDP,General government gross debt,Percent of GDP,,24.276
632,COM,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,514.21
632,COM,BCA,Current account balance,U.S. dollars,Billions,-0.094
632,COM,BCA_NGDPD,Current account balance,Percent of GDP,,-7.983
636,COD,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"12,648.55"
636,COD,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,4.291
636,COD,NGDP,"Gross domestic product, current prices",National currency,Billions,"82,679.02"
636,COD,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,48.994
636,COD,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,83.112
636,COD,NGDP_D,"Gross domestic product, deflator",Index,,653.664
636,COD,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"129,225.98"
636,COD,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,741.311
636,COD,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"844,703.93"
636,COD,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,500.554
636,COD,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,849.125
636,COD,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.059
636,COD,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,994.793
636,COD,NID_NGDP,Total investment,Percent of GDP,,12.465
636,COD,NGSD_NGDP,Gross national savings,Percent of GDP,,9.019
636,COD,PCPI,"Inflation, average consumer prices",Index,,"5,216.24"
636,COD,PCPIPCH,"Inflation, average consumer prices",Percent change,,5.5
636,COD,PCPIE,"Inflation, end of period consumer prices",Index,,"2,348.58"
636,COD,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,5.5
636,COD,TM_RPCH,Volume of imports of goods and services,Percent change,,-16.577
636,COD,TMG_RPCH,Volume of Imports of goods,Percent change,,-17.831
636,COD,TX_RPCH,Volume of exports of goods and services,Percent change,,-9.851
636,COD,TXG_RPCH,Volume of exports of goods,Percent change,,-10.439
636,COD,LP,Population,Persons,Millions,97.879
636,COD,GGR,General government revenue,National currency,Billions,"8,962.02"
636,COD,GGR_NGDP,General government revenue,Percent of GDP,,10.84
636,COD,GGX,General government total expenditure,National currency,Billions,"9,028.53"
636,COD,GGX_NGDP,General government total expenditure,Percent of GDP,,10.92
636,COD,GGXCNL,General government net lending/borrowing,National currency,Billions,-66.512
636,COD,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-0.08
636,COD,GGXONLB,General government primary net lending/borrowing,National currency,Billions,300.72
636,COD,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,0.364
636,COD,GGXWDG,General government gross debt,National currency,Billions,"11,155.21"
636,COD,GGXWDG_NGDP,General government gross debt,Percent of GDP,,13.492
636,COD,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"82,679.02"
636,COD,BCA,Current account balance,U.S. dollars,Billions,-1.688
636,COD,BCA_NGDPD,Current account balance,Percent of GDP,,-3.445
634,COG,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"1,698.87"
634,COG,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,3.973
634,COG,NGDP,"Gross domestic product, current prices",National currency,Billions,"6,761.45"
634,COG,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,11.576
634,COG,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,32.768
634,COG,NGDP_D,"Gross domestic product, deflator",Index,,397.996
634,COG,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"371,941.64"
634,COG,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"6,263.12"
634,COG,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"1,480,312.42"
634,COG,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,534.49"
634,COG,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"7,174.01"
634,COG,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.023
634,COG,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,206.344
634,COG,NID_NGDP,Total investment,Percent of GDP,,19.509
634,COG,NGSD_NGDP,Gross national savings,Percent of GDP,,26.31
634,COG,PCPI,"Inflation, average consumer prices",Index,,149.028
634,COG,PCPIPCH,"Inflation, average consumer prices",Percent change,,1.476
634,COG,PCPIE,"Inflation, end of period consumer prices",Index,,150.361
634,COG,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,1.864
634,COG,TM_RPCH,Volume of imports of goods and services,Percent change,,-0.451
634,COG,TMG_RPCH,Volume of Imports of goods,Percent change,,0.282
634,COG,TX_RPCH,Volume of exports of goods and services,Percent change,,1.352
634,COG,TXG_RPCH,Volume of exports of goods,Percent change,,1.352
634,COG,LP,Population,Persons,Millions,4.568
634,COG,GGR,General government revenue,National currency,Billions,"2,128.54"
634,COG,GGR_NGDP,General government revenue,Percent of GDP,,31.481
634,COG,GGX,General government total expenditure,National currency,Billions,"1,549.79"
634,COG,GGX_NGDP,General government total expenditure,Percent of GDP,,22.921
634,COG,GGXCNL,General government net lending/borrowing,National currency,Billions,578.753
634,COG,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,8.56
634,COG,GGXONLB,General government primary net lending/borrowing,National currency,Billions,695.055
634,COG,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,10.28
634,COG,GGXWDG,General government gross debt,National currency,Billions,"5,306.99"
634,COG,GGXWDG_NGDP,General government gross debt,Percent of GDP,,78.489
634,COG,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"6,761.45"
634,COG,BCA,Current account balance,U.S. dollars,Billions,0.787
634,COG,BCA_NGDPD,Current account balance,Percent of GDP,,6.801
238,CRI,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"28,939.70"
238,CRI,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,2.025
238,CRI,NGDP,"Gross domestic product, current prices",National currency,Billions,"36,474.91"
238,CRI,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,61.021
238,CRI,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,91.611
238,CRI,NGDP_D,"Gross domestic product, deflator",Index,,126.038
238,CRI,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"5,698,095.53"
238,CRI,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"15,747.48"
238,CRI,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"7,181,744.00"
238,CRI,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"12,014.80"
238,CRI,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"18,037.75"
238,CRI,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.065
238,CRI,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,398.151
238,CRI,NID_NGDP,Total investment,Percent of GDP,,18.265
238,CRI,NGSD_NGDP,Gross national savings,Percent of GDP,,15.881
238,CRI,PCPI,"Inflation, average consumer prices",Index,,106.208
238,CRI,PCPIPCH,"Inflation, average consumer prices",Percent change,,2.735
238,CRI,PCPIE,"Inflation, end of period consumer prices",Index,,107.897
238,CRI,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,3.23
238,CRI,TM_RPCH,Volume of imports of goods and services,Percent change,,1.517
238,CRI,TMG_RPCH,Volume of Imports of goods,Percent change,,1.517
238,CRI,TX_RPCH,Volume of exports of goods and services,Percent change,,3.881
238,CRI,TXG_RPCH,Volume of exports of goods,Percent change,,8.71
238,CRI,LUR,Unemployment rate,Percent of total labor force,,11.5
238,CRI,LP,Population,Persons,Millions,5.079
238,CRI,GGR,General government revenue,National currency,Billions,"5,195.85"
238,CRI,GGR_NGDP,General government revenue,Percent of GDP,,14.245
238,CRI,GGX,General government total expenditure,National currency,Billions,"7,449.52"
238,CRI,GGX_NGDP,General government total expenditure,Percent of GDP,,20.424
238,CRI,GGXCNL,General government net lending/borrowing,National currency,Billions,"-2,253.67"
238,CRI,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-6.179
238,CRI,GGSB,General government structural balance,National currency,Billions,"-2,200.45"
238,CRI,GGSB_NPGDP,General government structural balance,Percent of potential GDP,,-5.971
238,CRI,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-791.751
238,CRI,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-2.171
238,CRI,GGXWDG,General government gross debt,National currency,Billions,"20,841.51"
238,CRI,GGXWDG_NGDP,General government gross debt,Percent of GDP,,57.139
238,CRI,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"36,474.91"
238,CRI,BCA,Current account balance,U.S. dollars,Billions,-1.455
238,CRI,BCA_NGDPD,Current account balance,Percent of GDP,,-2.384
662,CIV,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,"21,434.82"
662,CIV,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,7.492
662,CIV,NGDP,"Gross domestic product, current prices",National currency,Billions,"25,955.08"
662,CIV,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,44.439
662,CIV,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,117.11
662,CIV,NGDP_D,"Gross domestic product, deflator",Index,,121.088
662,CIV,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"815,798.93"
662,CIV,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"3,891.22"
662,CIV,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"987,837.62"
662,CIV,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,691.31"
662,CIV,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"4,457.15"
662,CIV,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.083
662,CIV,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,221.63
662,CIV,NID_NGDP,Total investment,Percent of GDP,,22.061
662,CIV,NGSD_NGDP,Gross national savings,Percent of GDP,,18.262
662,CIV,PCPI,"Inflation, average consumer prices",Index,,151.785
662,CIV,PCPIPCH,"Inflation, average consumer prices",Percent change,,1
662,CIV,PCPIE,"Inflation, end of period consumer prices",Index,,152.617
662,CIV,PCPIEPCH,"Inflation, end of period consumer prices",Percent change,,1
662,CIV,TM_RPCH,Volume of imports of goods and services,Percent change,,5.427
662,CIV,TMG_RPCH,Volume of Imports of goods,Percent change,,5.427
662,CIV,TX_RPCH,Volume of exports of goods and services,Percent change,,6.504
662,CIV,TXG_RPCH,Volume of exports of goods,Percent change,,6.504
662,CIV,LP,Population,Persons,Millions,26.275
662,CIV,GGR,General government revenue,National currency,Billions,"5,256.20"
662,CIV,GGR_NGDP,General government revenue,Percent of GDP,,20.251
662,CIV,GGX,General government total expenditure,National currency,Billions,"6,046.40"
662,CIV,GGX_NGDP,General government total expenditure,Percent of GDP,,23.296
662,CIV,GGXCNL,General government net lending/borrowing,National currency,Billions,-790.2
662,CIV,GGXCNL_NGDP,General government net lending/borrowing,Percent of GDP,,-3.044
662,CIV,GGXONLB,General government primary net lending/borrowing,National currency,Billions,-258.144
662,CIV,GGXONLB_NGDP,General government primary net lending/borrowing,Percent of GDP,,-0.995
662,CIV,GGXWDG,General government gross debt,National currency,Billions,"13,668.48"
662,CIV,GGXWDG_NGDP,General government gross debt,Percent of GDP,,52.662
662,CIV,NGDP_FY,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"25,955.08"
662,CIV,BCA,Current account balance,U.S. dollars,Billions,-1.688
662,CIV,BCA_NGDPD,Current account balance,Percent of GDP,,-3.799
960,HRV,NGDP_R,"Gross domestic product, constant prices",National currency,Billions,367.637
960,HRV,NGDP_RPCH,"Gross domestic product, constant prices",Percent change,,3.032
960,HRV,NGDP,"Gross domestic product, current prices",National currency,Billions,400.705
960,HRV,NGDPD,"Gross domestic product, current prices",U.S. dollars,Billions,60.702
960,HRV,PPPGDP,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,112.589
960,HRV,NGDP_D,"Gross domestic product, deflator",Index,,108.995
960,HRV,NGDPRPC,"Gross domestic product per capita, constant prices",National currency,Units,"90,542.70"
960,HRV,NGDPRPPPPC,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"24,207.93"
960,HRV,NGDPPC,"Gross domestic product per capita, current prices",National currency,Units,"98,686.67"
960,HRV,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,Units,"14,949.76"
960,HRV,PPPPC,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"27,728.66"
960,HRV,PPPSH,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.079
960,HRV,PPPEX,Implied PPP conversion rate,National currency per current international dollar,,3.559
960,HRV,NID_NGDP,Total investment,Percent of GDP,,21.414
960,HRV,NGSD_NGDP,Gross national savings,Percent of GDP,,23.127
960,HRV,PCPI,"Inflation, average consumer prices",Index,,102.467
